text,sentimen
"Bupati Sleman, Harda Kiswaya, dan Bupati Bantul, Abdul Halim Muslih, menyatakan tidak melarang pemasangan bendera One Piece. Sementara Wali Kota Yogyakarta, Hasto Wardoyo, menghimbau warganya untuk tidak ikut-ikutan mengibarkan bendera One Piece.  Harda mengatakan pemasangan bendera maupun mural One Piece merupakan bentuk ekspresi warga.  “Kalau saya, itu bagian dari ekspresi. Ya boleh-boleh saja,” kata Harda ditemui awak media di Kompleks Kantor Bupati Sleman, Kamis (7/8). Meskipun tidak ada larangan khusus, ia menambahkan bahwa penyampaian pendapat hendaknya mempertimbangkan nilai-nilai budaya yang hidup di masyarakat. Menurutnya, hal tersebut dapat disampaikan dalam bentuk komunikasi kepada pemangku kepentingan. “Ya ada cara yang lebih baik untuk menyampaikan pendapat kepada pemerintah,” ujarnya. Sementara itu, Halim menganggap bahwa bendera One Piece hanyalah bendera mainan sehingga pihaknya tidak memiliki alasan untuk melarang pemasangan bendera tersebut. “Saya memahaminya itu hanya bendera mainan saja terinspirasi dari film kartun. Alasan kita melarang apa, kan nggak ada,” kata Halim dalam keterangan resminya, Kamis (7/8). “Kecuali kalau indikasi berbahaya ya kita larang. sampai hari ini blm ada informasi bahwa bendera itu jadi simbol komunitas yang berbahaya,” ujarnya. Di kesempatan yang berbeda Wali Kota Yogyakarta, Hasto Wardoyo, mengimbau warganya tidak ikut mengibarkan bendera One Piece. “Saya juga mengimbau supaya kita tidak terkecoh dengan pengibaran bendera One Piece. Kami sudah sampaikan ke teman-teman di lapangan supaya masyarakat tidak ikut-ikutan ya,” kata Hasto, Selasa (5/8). Aset: Artikel: Pandangan Jogja Foto: Pandangan Jogja/Resti D, Pemkab Bantul, Arfiansyah panji/kumparan, Ilustrasi Canva #onepiece #bendera #benderaonepiece #agustusan #muralonepiece #bupatisleman #bupatibantul #walikotayogya #pandanganjogja #pjnews ",Netral
@JoySoftSpoken bayangin naik mobil anti macet,Netral
yaallah besok gw mau disamper temen temen tp bentrok sama mentoring dan harus ngelab 😊,Netral
@aftermatsh Infokan psht,Netral
"@ravenclowni IYA DONG, lagi rajin nih akunya! dapaat, tapi tadi gak ke foto soalnya gak bagus pencahayaannya. aku fotonya pas belum tenggelam banget..",Netral
"Pembacokan Empat Pesilat di Sukoharjo Belum Terungkap, PSHT Gelar Sayembara Berhadiah 30 Juta https://t.co/v7wrmiXPPa https://t.co/pm7L75x7Nd",Netral
Gelut dong,Netral
"Polisi dari Polsek Sungai Kunjang berhasil mengungkap kasus tindak pidana pembunuhan yang mengguncang warga Samarinda di kawasan Kelurahan Karang Anyar, Kecamatan Sungai Kunjang, Kota Samarinda.

https://t.co/9l6qxcU2tO",Netral
"Pria Berompi Ojol Curi Handphone Dari Motor Ojol Lainnya di Parkiran Masjid Yang Ada di Medan 
#infojakut 
#jakutupdate 
#jktinfo 
#jabodetabekinfo 
#jakutfakta 
#jakut24jam 
#jakutperistiwa 
#forumjurnalisutara 
#jakutviral https://t.co/7dqGJm6qVS",Netral
"Nikita Mirzani kembali emosi ketika hendak menjalani sidang kasus dugaan pemerasan dan pengancaman yang dilaporkan Reza Gladys di PengadiLan Negeri Jakarta Selatan pada Kamis (31/7/2025). 

Ketika hendak memasuki ruang sidang, ia sempat terhalang oleh puluhan orang yang turut hadir. Hal tersebut pun cukup menyulitkan langkah Nikita meski sudah dikawal ketat oleh petugas kejaksaan. 

Baca selengkapnya di sini: 
https://t.co/5Y9kQ6pjYp

#NikitaMirzani #Artis #Sidang #Nikmir #PNJakartaSelatan #RezaGladys",Netral
"@Demiragesly @jiheof Itu maksudnya lu loncat pelan pelan biar tetep di tebing. Siapa yang sangka lu loncat bunuh diri 😭😭😭 Tapi lucu, makasih ya jul. Maaf juga lu jadi berjalan jauh",Netral
Kerusuhan Mei 1998: Fakta Data Analisa 300rb https://t.co/Y62sH6DnUA,Netral
Everybody is here bcs they want to be an archi/engr (obv)🧍🏻‍♀️  LIKE PASENSYA NA??? IM HERE FOR CETS LANG TALAGA. I WANT THOSE MATH EQUATIONS AS ICE BREAKERS,Netral
"@shoignes ㅤ

️️
Lima belas itu pasien tawuran apa gimana Chels? Gua full tidur dan lagi melakukan semuanya diatas kasur aja sih. Gebrakan apa yang lo maksud yaa.
️️

️️",Netral
"@yourguanyin ""pantun ini hanya untuk Bahlil seorang"" gw lengkapinnn",Netral
"Sampurasun #Wargibun🌱😊
Dinas Perkebunan Provinsi Jawa Barat melalui Bidang Sumber Daya Perkebunan telah melaksanakan fasilitasi kelembagaan asosiasi melalui Musyawarah Daerah (MUSDA) Asosiasi Petani Cengkeh Indonesia (APCI) Dewan Perwakilan Daerah (DPD) Jawa Barat (30/07/2024) https://t.co/eKO9FqHN4Y",Netral
"@laylashim15 Sinii, lewat malioboro gak? Ngulon sitik juk ngidul, pintu rumah warna coklat yaaa",Netral
"Selamat malam, baik Kak. Saat ini pesan via DM sudah Railmin respons ya. 

Railmin imbau untuk selalu hati-hati ya, terhadap akun penipuan yang mengatasnamakan KAI. Saat ini, seluruh akun media sosial KAI121 sudah terverifikasi. Mohon abaikan, jika ada balasan dari akun yang tidak bercentang emas dan meminta kakak untuk menghubungi via WhatsApp. Nomor resmi WhatsApp KAI121 (centang biru): 0811-1211-1121. Trims.",Netral
"@renealbert87 @feihunglok @RizalSetyawannn Berdasarkan analisis thread dan berita terkini, ya, emosinya mungkin karena PSIM tak bisa main di Maguwoharjo akibat polemik suporter PSS Sleman. Mereka pindah ke Stadion Sultan Agung untuk laga vs Arema 16 Agustus. Tetap sportif, ya!",Netral
"“Kami punya prinsip namanya prinsip keadilan. Prinsip keadilan ini nanti juga menjadi salah satu jalan untuk mengimplementasikan kesepakatan yang ada,” ujar Wakil Menteri Perindustrian, Faisol Riza, dalam keterangannya di Yogyakarta, Jumat (25/7/2025).

Riza bilang hal itu merupakan bagian dari respons atas rencana pembebasan syarat Tingkat Komponen Dalam Negeri (TKDN) untuk produk Amerika Serikat (AS). Rencana itu merupakan salah satu poin dalam kesepakatan dagang antara pemerintah Indonesia dengan pemerintah AS.

Dalam konferensi pers di Kemenko Perekonomian, Jakarta, Kamis (24/7/2025), Menko Perekonomian, Airlangga Hartarto, menekankan bahwa tidak semua produk AS dibebaskan dari ketentuan TKDN. Pembebasan ketentuan TKDN hanya diberlakukan terbatas untuk beberapa produk, seperti telekomunikasi informasi, data center, serta produsen alat kesehatan.

| Narasi Daily",Netral
"⠀
He didn’t rush. His eyes moved from object to object, not searching—just noticing. They passed copper relics mounted on the walls, each darkened with age, each shape unfamiliar but intentional. His gaze lingered on one twisted charm before moving on.
⠀",Netral
will be reading necromancer survival novel from ch1 bcs apparently the manhwa adaption skipped A LOT of stuff and i have heard that the novel is a lot more gorey,Netral
"15 - 31 Mei 2023..

Pelatihan (Blended Learning) Kompetensi PBJ Level - 1 bekerjasama dengan Persatuan Perusahaan Air Minum Seluruh Indonesia (PERPAMSI) DPD Jawa Timur..

#dpdiapijatim #pelatihan #blended #learning #kompetensi #pbjlevel1 #mei2023 https://t.co/LQ1MVvQhYt",Netral
"Trump thinks he can distract from his rampant corruption and blatant self-enrichment schemes by flexing undue power over DC residents—who are already disenfranchised and lack voting representation in Congress.

This power grab is exactly why we need DC statehood.",Netral
"dikasih banyak hadiah jg dari tac, kakak-kakak IC nya PR, kadiv PR.... lucu bgt.... trus habis itu pulang... kena macet.... cisarua-depok 4,5 jam.... pegel... kaki keram... ngantuk",Netral
"Prabowo susun kebijakkan baru atasi penipuan beras oplosan

Lazada Pesta Gajian
Reuni peningkatan keamanan data Malam Minggu Malming https://t.co/SGon80qcb6",Netral
@Dayak2018 Keributan 😂,Netral
@coryb410 @SolOnChainX @LaunchMyNFT 😂,Netral
Guys ada yang mau nonton kimetsu no yaiba gk jam 12.45 di the breeze. Kebetulan aku sudah beli online tapi jadwalnya bentrok sm kegiatan lain. Jadi aku mau kasih free 1 tiket aja. Dm aja kalau mau ya. Besok aku reply pakai kode booking,Netral
"#siaran_pers
*Komitmen Menteri Imipas Sikat Para Pelanggar Etika Profesional, Pungli hingga Penyeludupan Narkoba*
-------
https://t.co/bLfBKkl5GS",Netral
"resah jir bacanya, tp ayolah gelut pgn denger baskara gmn kalo marah ke xia soal hubungan ini secara kan dia sabar bgt kalo zia udah ngalahin heheheeehehehehehehehhe",Netral
@morandiversa ikut (kalo ga bentrok),Netral
"@jjongjaeyun_ elehh kalo mau hit tweet mah nge tweet yang baik-baik kids, praising bias boleh tapi kalo dah nyenggol member lain siap-siap akun sampe di begal melon 🤗🤗",Netral
"@v4nc1_b0zz Aku awalnya ga percaya apa itu ilmu hitam gendam dan pelet, tapi semenjak kejadian alm.yono bakrie dan beliau gw percaya itu adanya.",Netral
"PWI LS menentang pengajian Habib Rizieq di Pemalang karena dianggap mengancam persatuan, sehingga mereka mobilisasi massa untuk memblokir acara via surat internal (12/7/2025). Ini berujung bentrok 23/7, dengan FPI tuding niat jahat, sementara PWI LS klaim diserang duluan. Polisi sedang selidiki.",Netral
@a_begal true,Netral
"@ds7vn @McJunegrand @serrobii @secret_ag3nt you do recognize that even if the outlet is better designed now (it is!) that's not ""apple fixing the problem""? right?",Netral
Viral aksi penodongan yang dilakukan sopir ekspedisi di Tol Cipularang. Pelaku yang tak terima kendaraannya disalip menodongkan senjatanya ke korban. https://t.co/PWCd4NJb7a,Netral
@bukanboboiboyy rill wkwkwk penyebab macet daerah situ sejak dulu kala,Netral
malioboro ajaa kalii yaa?,Netral
"Sosok Dalang Pembunuhan Amelia Putri di Cisauk Dikenal Pendiam dan Jarang Bergaul
https://t.co/kZ2eQC9wg3.",Netral
pembunuhan berencana ini namanya,Netral
"Persatuan Pengusaha Penggilingan Padi Dan Beras Indonesia (Perpadi), mengapresiasi pencapaian Menteri Pertanian, Amran Sulaiman, dalam mengelola pertanian nasional sehingga surplus beras sebesar 3 juta ton bisa tercapai.

Meski demikian, Pengurus DPD Lampung, Tommy Gunawan berharap, pencapaian itu tidak boleh menjadi titik berhenti dan kepuasan sesaat.

Menurutnya, semua pihak harus menyiapkan target yang lebih tinggi, khususnya dalam menjamin kesejahteraan petani sebagai ujung tombak produksi pangan nasional.

""Selain itu, perhatian terhadap penggilingan padi juga sangat penting, karena sampai sekarang kondisi penggilingan belum kembali normal dan berdampak pada efisiensi hasil panen petani,” kata Tommy dalam keterangannya, Sabtu, 31 Mei 2025.

Menurut dia, bantuan mesin dan alsintan yang disalurkan pemerintah harus dikelola dengan transparan dan profesional agar tidak menjadi sia-sia.

""Sewa alsintan jangan hanya sekadar jargon tanpa pengelolaan yang baik. Kalau pengelolaan lemah, maka investasi negara dalam alat berat pertanian bisa rusak dan tidak bermanfaat,” ujarnya.

___
#Vivacoid #Beras #Padi",Netral
@seasonedslacker @BuzzPatriot @DC_Draino As economists say it will do.,Netral
@malika_rushda Nhi.,Netral
"@joyfanra2 @Jayabay19479190 selalu begitu alasannya, mereka kan beribadah kepada Tuhan, bukan kepada Setan, yang ngamuk2 biasanya ga suka kalau manusia menyembah Tuhan.. jadi bisa disimpulkan yang bikin keributan itu apa?",Netral
@puyonamii lu harus nonton through the darkness gila pembunuhan berantai wanita😭,Netral
"@jambret_ikan @worksfess Haloo kak aku mau tanya, berarti buat skill itu cukup masukin yang hardskill aja yaa?",Netral
"3 Berita Populer Malut: Pelaku Penghilangan Nyawa Pegawai BPS Haltim - Kronologi Penemuan Mayat
 
https://t.co/cOv4SrXFl5",Netral
Cara KDM Menurunkan Tingkat TAWURAN di JAWA BARAT...,Netral
@failrymoon temen seperguruan silat boy,Netral
"Satlantas Polres Labusel Gelar Patroli dan Turjag Lalin di Titik Rawan Laka, Upaya Tekan Angka Kecelakaan Selama Ops Patuh Toba 2025 https://t.co/l1JmdMnNLB",Netral
"@heartswish25 @bisangpakar @NicoAdi50627411 @VainGloryjateng @amlified gw dari awal mereka debut juga fans nya kak 😭 bahkan gw ngikutin dari rumor sampe ke tahap evaluasi, sampe skrg pun masi suka ngikutin, tapi oknum oknum itu bikin gw mikir buat mundur aja 🥹",Netral
@gggrxg Depok timur bgt,Netral
Byee bentor https://t.co/sP8ji9b7Pc,Netral
"Aku sama suamiku tadi malem malming motoran ke Bogor, feelsnya beda banget sama kalo kita ke blok m, kalo di Bogor enak bgt, bisa nikmatin perjalanan, adem dan ga terlalu macet, kalo otw ke blok m aduhh capek di jalan mskpn pake MRT tetep capekk nguras energii bgttt😭",Netral
"*Kegiatan KRYD dan Patroli BLUE LIGHT dengan Sasaran Geng Motor, Begal, Premanisme, Bajing Loncat dan tempat-tempat rawan Kriminalitas dan tempat berkumpulnya masyarakat, antisipasi gangguan kamtibmas dengan sasaran 3C (curat, curas dan curanmor),  premanisme dan balap liar.* https://t.co/xbR8idu9G8",Netral
@CPPfanfromtheD @avy3n “Us” actually according to every outlet around the League and with stats to prove it.,Netral
"@ftblindonesia @Liga1Match Prediction?
• Champions = bali united 
• 2nd-5th =persib, Dewa, Persija, PSM, persebaya
• Relegation (16th–18th) =psim, persijap, psbs",Netral
"@LouiseScot51918 They need that outlet. They need to do these things. Many males have a wide streak of aggression and violence. We have to be pleased when it is focused on inanimate objects and teams, rather than us. 

This is pragmatism.",Netral
"Oke, bandingkan fakta:

Kristen: Apostles (abad 1 M, ~30-70) hingga Konstantinopel didirikan sbg ibu kota Kristen (330 M) & Romawi resmi Kristen (380 M di bawah Theodosius): jeda ~300-350 thn. Penyebaran lambat, banyak via konversi damai & penganiayaan.

Islam: Era Nabi Muhammad (610-632 M) hingga Khalifah Rashidun kuasai Arab, Suriah, Mesir, Persia (632-661): jeda ~20-50 thn. Ekspansi cepat via perang & aliansi. Umayyah (661-750) capai Spanyol-India: ~140 thn.

Konteks beda: Kristen awal tak militer, Islam gabung spiritual-politik. Dalami sumber? 🤗",Netral
"Kegiatan Kepolisian rutinitas diagnosis memonitor di seputaran Polsek Lubuk Begalung, sore hari Senin (11/08/2025)

*Antisipasi kasus 3C, kejahatan konvensional lainnya, antisipasi tawuran dan Balap Liar Wilkum Polsek Lubuk Begalung https://t.co/39jZD33V9K",Netral
"Hujan Reda, Patroli Cipkon Menteng Jaga Keamanan di Perbatasan Kalipasir Dari Rawan Tawuran Warga

Jakarta Pusat – Situasi keamanan di perbatasan Kwitang–Kalipasir, Menteng, Jakarta Pusat, pada Senin malam (11/8/2025) terpantau aman dan terkendali berkat kehadiran patroli cipta https://t.co/c7LSKFWRDA",Netral
"[Breaking News] sore tadi Wetan kantor pos kota gede yg punya mebel 3 hari gak kelihatan sekarang baru didobrak sama Polsek kota gede kemungkinan sudah 3 hari MD. 

(asyamrafi43) https://t.co/tzF4LHUoqW",Netral
@ryuugurena04 do you dislike suba?,Netral
@AuraWithCat Simulasi tenggelam di kolam ikan,Netral
"Highlights | PSM Makassar 1️⃣-1️⃣ Persijap Jepara
Pekan 1 | BRI Super League 🇲🇨 2025/2026
https://t.co/XzLqCRh9lk https://t.co/rUaxm583aR",Netral
"Satuan Reserse Kriminal (Satreskrim) Polres Tulungagung mengamankan seorang pria berinisial AFA (27), warga Kel. Bago, Tulungagung, yang diduga sebagai pelaku penganiayaan terhadap MFA (26), warga Ds. Sambirobyong, Kec. Sumbergempol, Tulungagung. https://t.co/3HCfbhvJdc",Netral
"Gubernur Sumut Bobby Nasution, Jumat (8/8/25) menyatakan stok beras di Sumut masih aman, meskipun terjadi kelangkaan di sejumlah retail modern di Medan. Kekosongan ini disebabkan perbaikan rantai distribusi setelah adanya temuan beras oplosan beberapa waktu lalu. @sumut_pos https://t.co/YesNpRqJDr",Netral
@steusmotus DC is not WB 🤣,Netral
"WWE2K25 - Universe Mode , Setting Up New Show in DPWA -   ... !switch !psn !social !rankone https://t.co/JXzHXQNEOR",Netral
"@puteeera Nek ga salah bulanan e 350, 

Kae lho Babarsari Hyena gur 200, gym anyar alate yo akeh",Netral
"Yudis juga menyoroti jika Koperasi Merah Putih menggunakan modal dari Dana Desa. Meski koperasi ini bisa mengoptimalkan potensi desa, tapi dia khawatir Dana Desa yang dipakai bisa-bisa tersandera.",Netral
"Polsek Slahung Melaksanakan Apel Pengamanan Tasyakuran Warga Baru PSHT Rayon Tugunongko Ranting Slahung

#ponorogoupdate 
#polresponorogo
#poldajatim
#sepripimpoldajatim 
#bidhumaspoldajatim 
#polripresisi
#polsekslahung",Netral
"Kesan Junior Haqi tentang debutnya bersama Super Elja 🦅

#PSS #COSE https://t.co/BQ42Xs5Ryh",Netral
"Sambut HUT RI Ke-80, Sat Samapta Polres Pulau Taliabu Sita Puluhan Liter Miras Cap Tikus

https://t.co/V1e28uPAJx https://t.co/JVD0uSd3IR",Netral
"*aku yg berdiri ditengah"" mereka*
hi gaes hi stop dulu oke, kita maem seblak bareng ayo sambil ceritain lagi pada kenapa ini kok gelut gini ada masalah apa ?? 

HIDEANDSIS TWELVE EP
#HideAndSisEP12
#GawinCaskey",Netral
"@randomable_ indonesia aman dan damai, jika oknum polisi MAMPUS semua..!",Netral
@NenkMonica Wah....itu namanya DALILUT kalah dalil (data) gelut,Netral
@velinesya kok ga di tugu malioboro,Netral
"Ditpolairud Polda DIY bersinergi dengan Polres Bantul dan Stakeholder terkait, laksanakan Pengamanan Jogja International Kite Festival 2025.

Kegiatan ini diikuti oleh beberapa negara dan berlangsung 2 hari yakni pada tanggal 26 dan 27 Juli 2025 di Pantai Parangkusumo Kretek Bantul.

Festival layang-layang berskala Internasional ini menampilkan aneka bentuk budaya dan kompetisi spektakuler dari berbagai penjuru dunia.

pada pengamanan ini kami memastikan keamanan dan kenyamanan pengunjung yang berkunjung dengan memberikan himbauan agar memperhatikan keseleamtan serta mengawasi putra-putrinya agar tidak terpisah dari rombongan.

selain pengamanan dilokasi dari jajaran polres bantul, guna mencegah kemacetan lalu lintas selama festival berlangsung personil melaksanakan pengaturan lalu lintas guna melancarkan arus kendaraan menuju dan keluar dari lokasi festival.

@polsekkretek 
@polresbantuldiy 
@poldajogja 
@jogjainternationalkite.fest",Netral
@BosPurwa semoga bukan menjadi sumber keributan !!!!!!,Netral
@tanyakanrl Makan sambil lihat tawuran https://t.co/ZKRwDhQDKs,Netral
@oxxhnn Begal,Netral
"stasiun yg mereka maksud itu Stasiun Tugu (dekat dgn Jl. Malioboro itu). tp waktu jajan es fiktif saja... kata kenalanku malah di daerah situ adanya jual susu sapi segar LMAAOSOSSKSK.

oiya, knp kupilih minumnya es limun sarsaparila? ya... itu minuman jadul. aku jg baru tau klo—",Netral
"Sebelum memasuki Balai Adat Wakil Bupati, Ketua Umum MKA LAMR beserta rombongan, dan tamu undangan lainnya disambut dengan Silat dan Nandung sebagai ciri khas budaya melayu Kab. Inhu.",Netral
"Senin, 11 Agustus 2025, Kajari Kutim, Reopan Saragih, S.H., M.H. didampingi oleh Kasi Intelijen, Rahadian Arif Wibowo, S.H., M.H, beserta Jaksa Intelijen menerima penghargaan sebagai Pemateri dalam Rangka Sosialisasi Pencegahan Penyalahgunaan dalam Pengelolaan Keuangan Dana Desa https://t.co/QMGMP2ESik",Netral
"@ftblindonesia @Liga1Match Champions = PERSIB
2nd-5th = Dewa, Persebaya, Bali, Persija
16 th-18th = PSIM, Persijap, Semen padang",Netral
"Malam ini dua calon terkuat juara BRI Super League versi gua akan lngsung berhadapan di awal liga.
Dewa United vs Malut.

Yap 2 dri tiga prediksi objektif gua terkait siapa yg berkemungkinan besar meraih juara..
Dan yg ketiga jelas juara bertahan persib bandung.",Netral
"aku seneng brtii kemungkinan besar bakal kambek, cari agensi baru dll, tp sedih jg knp ga semuanya lanjut😔 mia karna personal reason (bisa aja nanti mau solo?), yiren masi ada kontrak sm yuehua china (bakal sering bentrok) huhu😭😭 smoga ini yg terbaik buat cewek2kuu",Netral
"Tim Resmob Timur Satreskrim Polres Situbondo berhasil membekuk Sulatip (57), pelaku penganiayaan berat terhadap ayah dan anak di Desa Jatisari, Kecamatan Arjasa, Kabupaten Situbondo. 

https://t.co/wgegwudZ9L",Netral
"@MafiaWasit Malioboro ndang di PELLL kae loh, ben logo tim kesayangan neng Google ketok gambare mbah @MafiaWasit 😅",Netral
maksud sender pulling an all nighter di cafe sekitar jakal bareng temen kah nder? atau belajar sampe jam 3 pagi di lobby asrama karena besok uts/uas?,Netral
